		Response, DN cm$^{-5}$ s$^{-1}$ pix$^{-1}$
T,K	94 131 171 193 211 335

1.3490e+07	1.2546e-28	3.0962e-27	3.1946e-29	3.0797e-27	2.9383e-30	7.9073e-31	
1.3804e+07	1.0119e-28	2.8515e-27	2.8539e-29	3.3786e-27	2.5730e-30	6.8688e-31	
1.4125e+07	8.1117e-29	2.6030e-27	2.5387e-29	3.6622e-27	2.2655e-30	5.9528e-31	
1.4454e+07	6.4666e-29	2.3569e-27	2.2511e-29	3.9250e-27	2.0052e-30	5.1440e-31	
1.4791e+07	5.1304e-29	2.1186e-27	1.9920e-29	4.1624e-27	1.7835e-30	4.4311e-31	
1.5136e+07	4.0538e-29	1.8924e-27	1.7609e-29	4.3714e-27	1.5935e-30	3.8045e-31	
1.5488e+07	3.1925e-29	1.6811e-27	1.5568e-29	4.5501e-27	1.4293e-30	3.2561e-31	
1.5849e+07	2.5077e-29	1.4865e-27	1.3776e-29	4.6979e-27	1.2865e-30	2.7783e-31	
1.6218e+07	1.9659e-29	1.3097e-27	1.2212e-29	4.8151e-27	1.1616e-30	2.3640e-31	
1.6596e+07	1.5391e-29	1.1504e-27	1.0850e-29	4.9024e-27	1.0515e-30	2.0064e-31	
1.6982e+07	1.2039e-29	1.0081e-27	9.6657e-30	4.9615e-27	9.5400e-31	1.6990e-31	
1.7378e+07	9.4128e-30	8.8201e-28	8.6364e-30	4.9943e-27	8.6731e-31	1.4358e-31	
1.7783e+07	7.3598e-30	7.7094e-28	7.7416e-30	5.0037e-27	7.9001e-31	1.2115e-31	
1.8197e+07	5.7574e-30	6.7362e-28	6.9629e-30	4.9925e-27	7.2094e-31	1.0210e-31	
1.8621e+07	4.5071e-30	5.8865e-28	6.2832e-30	4.9628e-27	6.5905e-31	8.5967e-32	
1.9055e+07	3.5317e-30	5.1464e-28	5.6876e-30	4.9168e-27	6.0346e-31	7.2331e-32	
1.9498e+07	2.7706e-30	4.5032e-28	5.1638e-30	4.8568e-27	5.5343e-31	6.0832e-32	
1.9953e+07	2.1766e-30	3.9452e-28	4.7013e-30	4.7850e-27	5.0836e-31	5.1154e-32	
2.0417e+07	1.7126e-30	3.4615e-28	4.2915e-30	4.7037e-27	4.6773e-31	4.3022e-32	
2.0893e+07	1.3499e-30	3.0424e-28	3.9268e-30	4.6144e-27	4.3103e-31	3.6194e-32	
2.1380e+07	1.0658e-30	2.6790e-28	3.6007e-30	4.5186e-27	3.9784e-31	3.0463e-32	
2.1878e+07	8.4294e-31	2.3637e-28	3.3080e-30	4.4178e-27	3.6779e-31	2.5655e-32	
2.2387e+07	6.6792e-31	2.0899e-28	3.0445e-30	4.3133e-27	3.4056e-31	2.1623e-32	
2.2909e+07	5.3025e-31	1.8520e-28	2.8066e-30	4.2062e-27	3.1585e-31	1.8241e-32	
2.3442e+07	4.2175e-31	1.6448e-28	2.5909e-30	4.0974e-27	2.9340e-31	1.5404e-32	
2.3988e+07	3.3609e-31	1.4642e-28	2.3948e-30	3.9873e-27	2.7297e-31	1.3023e-32	
2.4547e+07	2.6836e-31	1.3062e-28	2.2160e-30	3.8767e-27	2.5435e-31	1.1024e-32	
2.5119e+07	2.1470e-31	1.1679e-28	2.0525e-30	3.7660e-27	2.3735e-31	9.3443e-33	
